Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Sutton,E09000029,Upper tier local authority,2020-04-22,12,,,636,,
Southwark,E09000028,Upper tier local authority,2020-04-22,4,,,1141,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-22,2,,,352,,
Redbridge,E09000026,Upper tier local authority,2020-04-22,11,,,642,,
Newham,E09000025,Upper tier local authority,2020-04-22,13,,,912,,
Merton,E09000024,Upper tier local authority,2020-04-22,2,,,624,,
Lewisham,E09000023,Upper tier local authority,2020-04-22,4,,,873,,
Lambeth,E09000022,Upper tier local authority,2020-04-22,12,,,1080,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-22,8,,,419,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-22,17,,,446,,
Islington,E09000019,Upper tier local authority,2020-04-22,2,,,393,,
Hounslow,E09000018,Upper tier local authority,2020-04-22,5,,,615,,
Hillingdon,E09000017,Upper tier local authority,2020-04-22,11,,,690,,
Havering,E09000016,Upper tier local authority,2020-04-22,10,,,601,,
Harrow,E09000015,Upper tier local authority,2020-04-22,13,,,845,,
Haringey,E09000014,Upper tier local authority,2020-04-22,4,,,522,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-22,23,,,546,,
Hackney,E09000012,Upper tier local authority,2020-04-22,6,,,587,,
Greenwich,E09000011,Upper tier local authority,2020-04-22,10,,,601,,
Enfield,E09000010,Upper tier local authority,2020-04-22,10,,,768,,
Ealing,E09000009,Upper tier local authority,2020-04-22,9,,,993,,
Croydon,E09000008,Upper tier local authority,2020-04-22,19,,,1289,,
Camden,E09000007,Upper tier local authority,2020-04-22,8,,,549,,
Bromley,E09000006,Upper tier local authority,2020-04-22,9,,,964,,
Brent,E09000005,Upper tier local authority,2020-04-22,9,,,1292,,
Bexley,E09000004,Upper tier local authority,2020-04-22,13,,,576,,
Barnet,E09000003,Upper tier local authority,2020-04-22,6,,,1143,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-22,5,,,438,,
Gateshead,E08000037,Upper tier local authority,2020-04-22,17,,,675,,
Wakefield,E08000036,Upper tier local authority,2020-04-22,16,,,464,,
Leeds,E08000035,Upper tier local authority,2020-04-22,49,,,1155,,
Kirklees,E08000034,Upper tier local authority,2020-04-22,11,,,481,,
Calderdale,E08000033,Upper tier local authority,2020-04-22,7,,,215,,
Bradford,E08000032,Upper tier local authority,2020-04-22,34,,,677,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-22,38,,,692,,
Walsall,E08000030,Upper tier local authority,2020-04-22,20,,,821,,
Solihull,E08000029,Upper tier local authority,2020-04-22,15,,,504,,
Sandwell,E08000028,Upper tier local authority,2020-04-22,13,,,864,,
Dudley,E08000027,Upper tier local authority,2020-04-22,7,,,659,,
Coventry,E08000026,Upper tier local authority,2020-04-22,10,,,603,,
Birmingham,E08000025,Upper tier local authority,2020-04-22,63,,,2621,,
Sunderland,E08000024,Upper tier local authority,2020-04-22,15,,,1035,,
South Tyneside,E08000023,Upper tier local authority,2020-04-22,19,,,439,,
North Tyneside,E08000022,Upper tier local authority,2020-04-22,15,,,428,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-22,18,,,800,,
Sheffield,E08000019,Upper tier local authority,2020-04-22,43,,,1919,,
Rotherham,E08000018,Upper tier local authority,2020-04-22,22,,,606,,
Doncaster,E08000017,Upper tier local authority,2020-04-22,17,,,383,,
Barnsley,E08000016,Upper tier local authority,2020-04-22,21,,,560,,
Wirral,E08000015,Upper tier local authority,2020-04-22,28,,,900,,
Sefton,E08000014,Upper tier local authority,2020-04-22,19,,,738,,
St. Helens,E08000013,Upper tier local authority,2020-04-22,11,,,561,,
Liverpool,E08000012,Upper tier local authority,2020-04-22,21,,,1277,,
Knowsley,E08000011,Upper tier local authority,2020-04-22,10,,,475,,
Wigan,E08000010,Upper tier local authority,2020-04-22,22,,,696,,
Trafford,E08000009,Upper tier local authority,2020-04-22,13,,,550,,
Tameside,E08000008,Upper tier local authority,2020-04-22,9,,,423,,
Stockport,E08000007,Upper tier local authority,2020-04-22,25,,,737,,
Salford,E08000006,Upper tier local authority,2020-04-22,19,,,674,,
Rochdale,E08000005,Upper tier local authority,2020-04-22,16,,,524,,
Oldham,E08000004,Upper tier local authority,2020-04-22,22,,,708,,
Manchester,E08000003,Upper tier local authority,2020-04-22,24,,,1043,,
Bury,E08000002,Upper tier local authority,2020-04-22,10,,,497,,
Bolton,E08000001,Upper tier local authority,2020-04-22,35,,,711,,
Dorset,E06000059,Upper tier local authority,2020-04-22,8,,,277,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-22,6,,,381,,
Northumberland,E06000057,Upper tier local authority,2020-04-22,13,,,684,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-22,13,,,445,,
Bedford,E06000055,Upper tier local authority,2020-04-22,9,,,383,,
Wiltshire,E06000054,Upper tier local authority,2020-04-22,8,,,377,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-22,4,,,437,,
Shropshire,E06000051,Upper tier local authority,2020-04-22,9,,,406,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-22,13,,,679,,
Cheshire East,E06000049,Upper tier local authority,2020-04-22,22,,,714,,
County Durham,E06000047,Upper tier local authority,2020-04-22,37,,,1134,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-22,4,,,83,,
Southampton,E06000045,Upper tier local authority,2020-04-22,15,,,413,,
Portsmouth,E06000044,Upper tier local authority,2020-04-22,16,,,260,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-22,1,,,343,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-22,10,,,426,,
Wokingham,E06000041,Upper tier local authority,2020-04-22,25,,,340,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-22,3,,,221,,
Slough,E06000039,Upper tier local authority,2020-04-22,7,,,349,,
Reading,E06000038,Upper tier local authority,2020-04-22,14,,,427,,
West Berkshire,E06000037,Upper tier local authority,2020-04-22,6,,,288,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-22,7,,,192,,
Medway,E06000035,Upper tier local authority,2020-04-22,9,,,567,,
Thurrock,E06000034,Upper tier local authority,2020-04-22,9,,,260,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-22,5,,,278,,
Luton,E06000032,Upper tier local authority,2020-04-22,15,,,563,,
Peterborough,E06000031,Upper tier local authority,2020-04-22,9,,,191,,
Swindon,E06000030,Upper tier local authority,2020-04-22,12,,,324,,
Torbay,E06000027,Upper tier local authority,2020-04-22,9,,,177,,
Plymouth,E06000026,Upper tier local authority,2020-04-22,17,,,257,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-22,5,,,311,,
North Somerset,E06000024,Upper tier local authority,2020-04-22,9,,,194,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-22,21,,,542,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-22,5,,,192,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-22,13,,,353,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-22,15,,,219,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-22,20,,,204,,
Nottingham,E06000018,Upper tier local authority,2020-04-22,21,,,457,,
Rutland,E06000017,Upper tier local authority,2020-04-22,5,,,18,,
Leicester,E06000016,Upper tier local authority,2020-04-22,21,,,571,,
Derby,E06000015,Upper tier local authority,2020-04-22,11,,,438,,
York,E06000014,Upper tier local authority,2020-04-22,13,,,223,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-22,18,,,267,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-22,7,,,116,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-22,14,,,442,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-22,26,,,349,,
Blackpool,E06000009,Upper tier local authority,2020-04-22,16,,,348,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-22,8,,,275,,
Warrington,E06000007,Upper tier local authority,2020-04-22,13,,,532,,
Halton,E06000006,Upper tier local authority,2020-04-22,4,,,296,,
Darlington,E06000005,Upper tier local authority,2020-04-22,6,,,223,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-22,15,,,321,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-22,12,,,268,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-22,22,,,470,,
Hartlepool,E06000001,Upper tier local authority,2020-04-22,9,,,150,,
England,E92000001,Nation,2020-04-21,2992,2994,-2,105582,105593,-11
South West,E12000009,Region,2020-04-21,173,,,5412,,
South East,E12000008,Region,2020-04-21,469,,,15018,,
London,E12000007,Region,2020-04-21,337,,,23004,,
East of England,E12000006,Region,2020-04-21,298,,,8917,,
West Midlands,E12000005,Region,2020-04-21,361,,,11150,,
East Midlands,E12000004,Region,2020-04-21,147,,,5892,,
Yorkshire and The Humber,E12000003,Region,2020-04-21,293,,,8288,,
North West,E12000002,Region,2020-04-21,550,,,17022,,
North East,E12000001,Region,2020-04-21,227,,,6429,,
Worcestershire,E10000034,Upper tier local authority,2020-04-21,22,,,1014,,
West Sussex,E10000032,Upper tier local authority,2020-04-21,28,,,977,,
Warwickshire,E10000031,Upper tier local authority,2020-04-21,24,,,981,,
Surrey,E10000030,Upper tier local authority,2020-04-21,72,,,2316,,
Suffolk,E10000029,Upper tier local authority,2020-04-21,21,,,859,,
Staffordshire,E10000028,Upper tier local authority,2020-04-21,55,,,1432,,
Somerset,E10000027,Upper tier local authority,2020-04-21,19,,,410,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-21,24,,,1347,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-21,13,,,953,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-21,28,,,729,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-21,10,,,964,,
Norfolk,E10000020,Upper tier local authority,2020-04-21,43,,,1179,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-21,17,,,720,,
Leicestershire,E10000018,Upper tier local authority,2020-04-21,30,,,796,,
Lancashire,E10000017,Upper tier local authority,2020-04-21,79,,,2401,,
Kent,E10000016,Upper tier local authority,2020-04-21,127,,,2967,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-21,53,,,2045,,
Hampshire,E10000014,Upper tier local authority,2020-04-21,65,,,2412,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-21,34,,,1040,,
Essex,E10000012,Upper tier local authority,2020-04-21,76,,,2151,,
East Sussex,E10000011,Upper tier local authority,2020-04-21,20,,,495,,
Devon,E10000008,Upper tier local authority,2020-04-21,14,,,597,,
Derbyshire,E10000007,Upper tier local authority,2020-04-21,38,,,1033,,
Cumbria,E10000006,Upper tier local authority,2020-04-21,43,,,1623,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-21,24,,,623,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-21,17,,,712,,
Westminster,E09000033,Upper tier local authority,2020-04-21,3,,,572,,
Wandsworth,E09000032,Upper tier local authority,2020-04-21,6,,,881,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-21,7,,,677,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-21,8,,,578,,
Sutton,E09000029,Upper tier local authority,2020-04-21,9,,,624,,
Southwark,E09000028,Upper tier local authority,2020-04-21,17,,,1137,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-21,2,,,350,,
Redbridge,E09000026,Upper tier local authority,2020-04-21,10,,,631,,
Newham,E09000025,Upper tier local authority,2020-04-21,12,,,899,,
Merton,E09000024,Upper tier local authority,2020-04-21,9,,,622,,
Lewisham,E09000023,Upper tier local authority,2020-04-21,28,,,869,,
Lambeth,E09000022,Upper tier local authority,2020-04-21,7,,,1068,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-21,9,,,411,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-21,6,,,429,,
Islington,E09000019,Upper tier local authority,2020-04-21,2,,,391,,
Hounslow,E09000018,Upper tier local authority,2020-04-21,11,,,610,,
Hillingdon,E09000017,Upper tier local authority,2020-04-21,12,,,679,,
Havering,E09000016,Upper tier local authority,2020-04-21,6,,,591,,
Harrow,E09000015,Upper tier local authority,2020-04-21,23,,,832,,
Haringey,E09000014,Upper tier local authority,2020-04-21,7,,,518,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-21,19,,,523,,
Hackney,E09000012,Upper tier local authority,2020-04-21,2,,,581,,
Greenwich,E09000011,Upper tier local authority,2020-04-21,6,,,591,,
Enfield,E09000010,Upper tier local authority,2020-04-21,14,,,758,,
Ealing,E09000009,Upper tier local authority,2020-04-21,14,,,984,,
Croydon,E09000008,Upper tier local authority,2020-04-21,15,,,1270,,
Camden,E09000007,Upper tier local authority,2020-04-21,6,,,541,,
Bromley,E09000006,Upper tier local authority,2020-04-21,10,,,955,,
Brent,E09000005,Upper tier local authority,2020-04-21,15,,,1283,,
Bexley,E09000004,Upper tier local authority,2020-04-21,6,,,563,,
Barnet,E09000003,Upper tier local authority,2020-04-21,24,,,1137,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-21,11,,,433,,
City of London,E09000001,Upper tier local authority,2020-04-21,1,,,16,,
Gateshead,E08000037,Upper tier local authority,2020-04-21,31,,,658,,
Wakefield,E08000036,Upper tier local authority,2020-04-21,10,,,448,,
Leeds,E08000035,Upper tier local authority,2020-04-21,72,,,1106,,
Kirklees,E08000034,Upper tier local authority,2020-04-21,12,,,470,,
Calderdale,E08000033,Upper tier local authority,2020-04-21,6,,,208,,
Bradford,E08000032,Upper tier local authority,2020-04-21,25,,,643,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-21,20,,,654,,
Walsall,E08000030,Upper tier local authority,2020-04-21,37,,,801,,
Solihull,E08000029,Upper tier local authority,2020-04-21,11,,,489,,
Sandwell,E08000028,Upper tier local authority,2020-04-21,24,,,851,,
Dudley,E08000027,Upper tier local authority,2020-04-21,16,,,652,,
Coventry,E08000026,Upper tier local authority,2020-04-21,23,,,593,,
Birmingham,E08000025,Upper tier local authority,2020-04-21,64,,,2558,,
Sunderland,E08000024,Upper tier local authority,2020-04-21,21,,,1020,,
South Tyneside,E08000023,Upper tier local authority,2020-04-21,18,,,420,,
North Tyneside,E08000022,Upper tier local authority,2020-04-21,6,,,413,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-21,18,,,782,,
Sheffield,E08000019,Upper tier local authority,2020-04-21,39,,,1876,,
Rotherham,E08000018,Upper tier local authority,2020-04-21,19,,,584,,
Doncaster,E08000017,Upper tier local authority,2020-04-21,8,,,366,,
Barnsley,E08000016,Upper tier local authority,2020-04-21,14,,,539,,
Wirral,E08000015,Upper tier local authority,2020-04-21,24,,,872,,
Sefton,E08000014,Upper tier local authority,2020-04-21,18,,,719,,
St. Helens,E08000013,Upper tier local authority,2020-04-21,30,,,550,,
Liverpool,E08000012,Upper tier local authority,2020-04-21,28,,,1256,,
Knowsley,E08000011,Upper tier local authority,2020-04-21,11,,,465,,
Wigan,E08000010,Upper tier local authority,2020-04-21,26,,,674,,
Trafford,E08000009,Upper tier local authority,2020-04-21,23,,,537,,
Tameside,E08000008,Upper tier local authority,2020-04-21,12,,,414,,
Stockport,E08000007,Upper tier local authority,2020-04-21,13,,,712,,
Salford,E08000006,Upper tier local authority,2020-04-21,24,,,655,,
Rochdale,E08000005,Upper tier local authority,2020-04-21,17,,,508,,
Oldham,E08000004,Upper tier local authority,2020-04-21,20,,,686,,
Manchester,E08000003,Upper tier local authority,2020-04-21,28,,,1019,,
Bury,E08000002,Upper tier local authority,2020-04-21,7,,,487,,
Bolton,E08000001,Upper tier local authority,2020-04-21,27,,,676,,
Dorset,E06000059,Upper tier local authority,2020-04-21,5,,,269,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-21,12,,,375,,
Northumberland,E06000057,Upper tier local authority,2020-04-21,23,,,671,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-21,20,,,432,,
Bedford,E06000055,Upper tier local authority,2020-04-21,20,,,374,,
Wiltshire,E06000054,Upper tier local authority,2020-04-21,13,,,369,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-21,11,,,433,,
Shropshire,E06000051,Upper tier local authority,2020-04-21,28,,,397,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-21,40,,,666,,
Cheshire East,E06000049,Upper tier local authority,2020-04-21,21,,,692,,
County Durham,E06000047,Upper tier local authority,2020-04-21,45,,,1097,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-21,6,,,79,,
Southampton,E06000045,Upper tier local authority,2020-04-21,16,,,398,,
Portsmouth,E06000044,Upper tier local authority,2020-04-21,6,,,244,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-21,7,,,342,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-21,9,,,416,,
Wokingham,E06000041,Upper tier local authority,2020-04-21,15,,,315,,
Slough,E06000039,Upper tier local authority,2020-04-21,5,,,342,,
Reading,E06000038,Upper tier local authority,2020-04-21,21,,,413,,
West Berkshire,E06000037,Upper tier local authority,2020-04-21,12,,,282,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-21,3,,,185,,
Medway,E06000035,Upper tier local authority,2020-04-21,16,,,558,,
Thurrock,E06000034,Upper tier local authority,2020-04-21,9,,,251,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-21,5,,,273,,
Luton,E06000032,Upper tier local authority,2020-04-21,11,,,548,,
Peterborough,E06000031,Upper tier local authority,2020-04-21,16,,,182,,
Swindon,E06000030,Upper tier local authority,2020-04-21,8,,,312,,
Torbay,E06000027,Upper tier local authority,2020-04-21,6,,,168,,
Plymouth,E06000026,Upper tier local authority,2020-04-21,16,,,240,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-21,10,,,306,,
North Somerset,E06000024,Upper tier local authority,2020-04-21,7,,,185,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-21,14,,,521,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-21,4,,,187,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-21,20,,,340,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-21,6,,,204,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-21,11,,,184,,
Nottingham,E06000018,Upper tier local authority,2020-04-21,20,,,436,,
Leicester,E06000016,Upper tier local authority,2020-04-21,16,,,550,,
Derby,E06000015,Upper tier local authority,2020-04-21,3,,,427,,
York,E06000014,Upper tier local authority,2020-04-21,10,,,210,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-21,14,,,249,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-21,2,,,109,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-21,23,,,428,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-21,11,,,323,,
Blackpool,E06000009,Upper tier local authority,2020-04-21,22,,,332,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-21,8,,,267,,
Warrington,E06000007,Upper tier local authority,2020-04-21,24,,,519,,
Halton,E06000006,Upper tier local authority,2020-04-21,5,,,292,,
Darlington,E06000005,Upper tier local authority,2020-04-21,10,,,217,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-21,11,,,306,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-21,18,,,256,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-21,18,,,448,,
Hartlepool,E06000001,Upper tier local authority,2020-04-21,8,,,141,,
England,E92000001,Nation,2020-04-20,3081,3089,-8,102590,102599,-9
South West,E12000009,Region,2020-04-20,173,,,5239,,
South East,E12000008,Region,2020-04-20,452,,,14549,,
London,E12000007,Region,2020-04-20,374,,,22667,,
East of England,E12000006,Region,2020-04-20,286,,,8619,,
West Midlands,E12000005,Region,2020-04-20,367,,,10789,,
East Midlands,E12000004,Region,2020-04-20,173,,,5745,,
Yorkshire and The Humber,E12000003,Region,2020-04-20,321,,,7995,,
North West,E12000002,Region,2020-04-20,513,,,16472,,
North East,E12000001,Region,2020-04-20,252,,,6202,,
Worcestershire,E10000034,Upper tier local authority,2020-04-20,31,,,992,,
West Sussex,E10000032,Upper tier local authority,2020-04-20,25,,,949,,
Warwickshire,E10000031,Upper tier local authority,2020-04-20,27,,,957,,
Surrey,E10000030,Upper tier local authority,2020-04-20,63,,,2244,,
Suffolk,E10000029,Upper tier local authority,2020-04-20,58,,,838,,
Staffordshire,E10000028,Upper tier local authority,2020-04-20,53,,,1377,,
Somerset,E10000027,Upper tier local authority,2020-04-20,22,,,391,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-20,36,,,1323,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-20,24,,,940,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-20,39,,,701,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-20,15,,,954,,
Norfolk,E10000020,Upper tier local authority,2020-04-20,41,,,1136,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-20,26,,,703,,
Leicestershire,E10000018,Upper tier local authority,2020-04-20,30,,,766,,
Lancashire,E10000017,Upper tier local authority,2020-04-20,74,,,2322,,
Kent,E10000016,Upper tier local authority,2020-04-20,116,,,2840,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-20,47,,,1992,,
Hampshire,E10000014,Upper tier local authority,2020-04-20,83,,,2347,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-20,21,,,1006,,
Essex,E10000012,Upper tier local authority,2020-04-20,69,,,2075,,
East Sussex,E10000011,Upper tier local authority,2020-04-20,10,,,475,,
Devon,E10000008,Upper tier local authority,2020-04-20,18,,,583,,
Derbyshire,E10000007,Upper tier local authority,2020-04-20,23,,,995,,
Cumbria,E10000006,Upper tier local authority,2020-04-20,38,,,1580,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-20,21,,,599,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-20,12,,,695,,
Westminster,E09000033,Upper tier local authority,2020-04-20,3,,,569,,
Wandsworth,E09000032,Upper tier local authority,2020-04-20,9,,,875,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-20,13,,,670,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-20,9,,,570,,
Sutton,E09000029,Upper tier local authority,2020-04-20,10,,,615,,
Southwark,E09000028,Upper tier local authority,2020-04-20,11,,,1120,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-20,5,,,348,,
Redbridge,E09000026,Upper tier local authority,2020-04-20,15,,,621,,
Newham,E09000025,Upper tier local authority,2020-04-20,9,,,887,,
Merton,E09000024,Upper tier local authority,2020-04-20,11,,,613,,
Lewisham,E09000023,Upper tier local authority,2020-04-20,14,,,841,,
Lambeth,E09000022,Upper tier local authority,2020-04-20,14,,,1061,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-20,9,,,402,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-20,6,,,423,,
Islington,E09000019,Upper tier local authority,2020-04-20,10,,,389,,
Hounslow,E09000018,Upper tier local authority,2020-04-20,11,,,599,,
Hillingdon,E09000017,Upper tier local authority,2020-04-20,21,,,667,,
Havering,E09000016,Upper tier local authority,2020-04-20,11,,,585,,
Harrow,E09000015,Upper tier local authority,2020-04-20,13,,,809,,
Haringey,E09000014,Upper tier local authority,2020-04-20,4,,,511,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-20,8,,,504,,
Hackney,E09000012,Upper tier local authority,2020-04-20,12,,,579,,
Greenwich,E09000011,Upper tier local authority,2020-04-20,9,,,585,,
Enfield,E09000010,Upper tier local authority,2020-04-20,25,,,744,,
Ealing,E09000009,Upper tier local authority,2020-04-20,19,,,970,,
Croydon,E09000008,Upper tier local authority,2020-04-20,26,,,1255,,
Camden,E09000007,Upper tier local authority,2020-04-20,7,,,535,,
Bromley,E09000006,Upper tier local authority,2020-04-20,14,,,945,,
Brent,E09000005,Upper tier local authority,2020-04-20,15,,,1268,,
Bexley,E09000004,Upper tier local authority,2020-04-20,11,,,557,,
Barnet,E09000003,Upper tier local authority,2020-04-20,10,,,1113,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-20,8,,,422,,
City of London,E09000001,Upper tier local authority,2020-04-20,2,,,15,,
Gateshead,E08000037,Upper tier local authority,2020-04-20,14,,,627,,
Wakefield,E08000036,Upper tier local authority,2020-04-20,12,,,438,,
Leeds,E08000035,Upper tier local authority,2020-04-20,43,,,1034,,
Kirklees,E08000034,Upper tier local authority,2020-04-20,7,,,458,,
Calderdale,E08000033,Upper tier local authority,2020-04-20,4,,,202,,
Bradford,E08000032,Upper tier local authority,2020-04-20,21,,,618,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-20,22,,,634,,
Walsall,E08000030,Upper tier local authority,2020-04-20,35,,,764,,
Solihull,E08000029,Upper tier local authority,2020-04-20,23,,,478,,
Sandwell,E08000028,Upper tier local authority,2020-04-20,30,,,827,,
Dudley,E08000027,Upper tier local authority,2020-04-20,17,,,636,,
Coventry,E08000026,Upper tier local authority,2020-04-20,25,,,570,,
Birmingham,E08000025,Upper tier local authority,2020-04-20,54,,,2494,,
Sunderland,E08000024,Upper tier local authority,2020-04-20,56,,,999,,
South Tyneside,E08000023,Upper tier local authority,2020-04-20,25,,,402,,
North Tyneside,E08000022,Upper tier local authority,2020-04-20,7,,,407,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-20,17,,,764,,
Sheffield,E08000019,Upper tier local authority,2020-04-20,64,,,1837,,
Rotherham,E08000018,Upper tier local authority,2020-04-20,19,,,565,,
Doncaster,E08000017,Upper tier local authority,2020-04-20,14,,,358,,
Barnsley,E08000016,Upper tier local authority,2020-04-20,18,,,525,,
Wirral,E08000015,Upper tier local authority,2020-04-20,15,,,848,,
Sefton,E08000014,Upper tier local authority,2020-04-20,15,,,701,,
St. Helens,E08000013,Upper tier local authority,2020-04-20,14,,,520,,
Liverpool,E08000012,Upper tier local authority,2020-04-20,30,,,1228,,
Knowsley,E08000011,Upper tier local authority,2020-04-20,20,,,454,,
Wigan,E08000010,Upper tier local authority,2020-04-20,31,,,648,,
Trafford,E08000009,Upper tier local authority,2020-04-20,16,,,514,,
Tameside,E08000008,Upper tier local authority,2020-04-20,8,,,402,,
Stockport,E08000007,Upper tier local authority,2020-04-20,21,,,699,,
Salford,E08000006,Upper tier local authority,2020-04-20,15,,,631,,
Rochdale,E08000005,Upper tier local authority,2020-04-20,26,,,491,,
Oldham,E08000004,Upper tier local authority,2020-04-20,21,,,666,,
Manchester,E08000003,Upper tier local authority,2020-04-20,32,,,991,,
Bury,E08000002,Upper tier local authority,2020-04-20,22,,,480,,
Bolton,E08000001,Upper tier local authority,2020-04-20,20,,,649,,
Dorset,E06000059,Upper tier local authority,2020-04-20,7,,,264,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-20,9,,,363,,
Northumberland,E06000057,Upper tier local authority,2020-04-20,23,,,648,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-20,11,,,412,,
Bedford,E06000055,Upper tier local authority,2020-04-20,7,,,354,,
Wiltshire,E06000054,Upper tier local authority,2020-04-20,10,,,356,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-20,8,,,422,,
Shropshire,E06000051,Upper tier local authority,2020-04-20,10,,,369,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-20,18,,,626,,
Cheshire East,E06000049,Upper tier local authority,2020-04-20,21,,,671,,
