Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Portsmouth,E06000044,Upper tier local authority,2020-05-03,1,,,296,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-03,2,,,388,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-03,4,,,485,,
Wokingham,E06000041,Upper tier local authority,2020-05-03,3,,,406,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-03,2,,,267,,
Slough,E06000039,Upper tier local authority,2020-05-03,3,,,422,,
Reading,E06000038,Upper tier local authority,2020-05-03,8,,,520,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-03,3,,,226,,
Thurrock,E06000034,Upper tier local authority,2020-05-03,1,,,291,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-03,2,,,317,,
Peterborough,E06000031,Upper tier local authority,2020-05-03,8,,,282,,
Swindon,E06000030,Upper tier local authority,2020-05-03,3,,,389,,
Torbay,E06000027,Upper tier local authority,2020-05-03,3,,,209,,
Plymouth,E06000026,Upper tier local authority,2020-05-03,6,,,306,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-03,4,,,361,,
North Somerset,E06000024,Upper tier local authority,2020-05-03,6,,,263,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-03,4,,,636,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-03,2,,,219,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-03,10,,,533,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-03,4,,,289,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-03,4,,,325,,
Leicester,E06000016,Upper tier local authority,2020-05-03,6,,,698,,
Derby,E06000015,Upper tier local authority,2020-05-03,3,,,515,,
York,E06000014,Upper tier local authority,2020-05-03,10,,,331,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-03,10,,,408,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-03,10,,,678,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-03,10,,,530,,
Blackpool,E06000009,Upper tier local authority,2020-05-03,5,,,481,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-03,1,,,340,,
Warrington,E06000007,Upper tier local authority,2020-05-03,3,,,652,,
Halton,E06000006,Upper tier local authority,2020-05-03,2,,,335,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-03,8,,,412,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-03,5,,,337,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-03,5,,,587,,
Hartlepool,E06000001,Upper tier local authority,2020-05-03,1,,,222,,
England,E92000001,Nation,2020-05-02,1262,1252,10,129071,129259,-188
South West,E12000009,Region,2020-05-02,67,,,6631,,
South East,E12000008,Region,2020-05-02,176,,,18321,,
London,E12000007,Region,2020-05-02,129,,,25229,,
East of England,E12000006,Region,2020-05-02,134,,,11447,,
West Midlands,E12000005,Region,2020-05-02,197,,,14001,,
East Midlands,E12000004,Region,2020-05-02,57,,,7241,,
Yorkshire and The Humber,E12000003,Region,2020-05-02,181,,,11332,,
North West,E12000002,Region,2020-05-02,197,,,21111,,
North East,E12000001,Region,2020-05-02,75,,,8326,,
Worcestershire,E10000034,Upper tier local authority,2020-05-02,17,,,1200,,
West Sussex,E10000032,Upper tier local authority,2020-05-02,11,,,1198,,
Warwickshire,E10000031,Upper tier local authority,2020-05-02,25,,,1243,,
Surrey,E10000030,Upper tier local authority,2020-05-02,20,,,2666,,
Suffolk,E10000029,Upper tier local authority,2020-05-02,13,,,1173,,
Staffordshire,E10000028,Upper tier local authority,2020-05-02,40,,,1845,,
Somerset,E10000027,Upper tier local authority,2020-05-02,8,,,538,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-02,15,,,1630,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-02,12,,,1178,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-02,18,,,1039,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-02,9,,,1084,,
Norfolk,E10000020,Upper tier local authority,2020-05-02,30,,,1675,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-02,9,,,884,,
Leicestershire,E10000018,Upper tier local authority,2020-05-02,7,,,977,,
Lancashire,E10000017,Upper tier local authority,2020-05-02,20,,,2977,,
Kent,E10000016,Upper tier local authority,2020-05-02,53,,,3854,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-02,26,,,2455,,
Hampshire,E10000014,Upper tier local authority,2020-05-02,18,,,2902,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-02,7,,,1262,,
Essex,E10000012,Upper tier local authority,2020-05-02,26,,,2746,,
East Sussex,E10000011,Upper tier local authority,2020-05-02,6,,,603,,
Devon,E10000008,Upper tier local authority,2020-05-02,4,,,738,,
Derbyshire,E10000007,Upper tier local authority,2020-05-02,10,,,1350,,
Cumbria,E10000006,Upper tier local authority,2020-05-02,13,,,2012,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-02,12,,,852,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-02,9,,,858,,
Westminster,E09000033,Upper tier local authority,2020-05-02,4,,,630,,
Wandsworth,E09000032,Upper tier local authority,2020-05-02,3,,,945,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-02,2,,,606,,
Sutton,E09000029,Upper tier local authority,2020-05-02,15,,,699,,
Southwark,E09000028,Upper tier local authority,2020-05-02,3,,,1212,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-02,1,,,384,,
Redbridge,E09000026,Upper tier local authority,2020-05-02,2,,,693,,
Newham,E09000025,Upper tier local authority,2020-05-02,1,,,955,,
Merton,E09000024,Upper tier local authority,2020-05-02,2,,,662,,
Lewisham,E09000023,Upper tier local authority,2020-05-02,4,,,930,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-02,5,,,475,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-02,2,,,472,,
Islington,E09000019,Upper tier local authority,2020-05-02,1,,,423,,
Hounslow,E09000018,Upper tier local authority,2020-05-02,4,,,675,,
Hillingdon,E09000017,Upper tier local authority,2020-05-02,4,,,738,,
Havering,E09000016,Upper tier local authority,2020-05-02,4,,,659,,
Harrow,E09000015,Upper tier local authority,2020-05-02,5,,,950,,
Haringey,E09000014,Upper tier local authority,2020-05-02,2,,,559,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-02,1,,,628,,
Hackney,E09000012,Upper tier local authority,2020-05-02,2,,,614,,
Greenwich,E09000011,Upper tier local authority,2020-05-02,3,,,650,,
Enfield,E09000010,Upper tier local authority,2020-05-02,4,,,845,,
Ealing,E09000009,Upper tier local authority,2020-05-02,16,,,1102,,
Croydon,E09000008,Upper tier local authority,2020-05-02,12,,,1426,,
Camden,E09000007,Upper tier local authority,2020-05-02,1,,,588,,
Bromley,E09000006,Upper tier local authority,2020-05-02,11,,,1105,,
Brent,E09000005,Upper tier local authority,2020-05-02,6,,,1384,,
Bexley,E09000004,Upper tier local authority,2020-05-02,4,,,642,,
Barnet,E09000003,Upper tier local authority,2020-05-02,4,,,1223,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-02,1,,,460,,
Gateshead,E08000037,Upper tier local authority,2020-05-02,5,,,875,,
Wakefield,E08000036,Upper tier local authority,2020-05-02,9,,,565,,
Leeds,E08000035,Upper tier local authority,2020-05-02,26,,,1506,,
Kirklees,E08000034,Upper tier local authority,2020-05-02,7,,,614,,
Calderdale,E08000033,Upper tier local authority,2020-05-02,1,,,257,,
Bradford,E08000032,Upper tier local authority,2020-05-02,18,,,975,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-02,1,,,881,,
Walsall,E08000030,Upper tier local authority,2020-05-02,1,,,1031,,
Solihull,E08000029,Upper tier local authority,2020-05-02,4,,,588,,
Sandwell,E08000028,Upper tier local authority,2020-05-02,8,,,1049,,
Dudley,E08000027,Upper tier local authority,2020-05-02,25,,,840,,
Coventry,E08000026,Upper tier local authority,2020-05-02,14,,,707,,
Birmingham,E08000025,Upper tier local authority,2020-05-02,20,,,2950,,
Sunderland,E08000024,Upper tier local authority,2020-05-02,7,,,1212,,
South Tyneside,E08000023,Upper tier local authority,2020-05-02,5,,,602,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-02,6,,,946,,
Sheffield,E08000019,Upper tier local authority,2020-05-02,30,,,2268,,
Rotherham,E08000018,Upper tier local authority,2020-05-02,13,,,774,,
Doncaster,E08000017,Upper tier local authority,2020-05-02,13,,,574,,
Barnsley,E08000016,Upper tier local authority,2020-05-02,17,,,716,,
Wirral,E08000015,Upper tier local authority,2020-05-02,13,,,1055,,
Sefton,E08000014,Upper tier local authority,2020-05-02,5,,,840,,
St. Helens,E08000013,Upper tier local authority,2020-05-02,6,,,685,,
Liverpool,E08000012,Upper tier local authority,2020-05-02,10,,,1480,,
Knowsley,E08000011,Upper tier local authority,2020-05-02,5,,,582,,
Wigan,E08000010,Upper tier local authority,2020-05-02,14,,,890,,
Trafford,E08000009,Upper tier local authority,2020-05-02,7,,,643,,
Tameside,E08000008,Upper tier local authority,2020-05-02,2,,,493,,
Stockport,E08000007,Upper tier local authority,2020-05-02,8,,,898,,
Salford,E08000006,Upper tier local authority,2020-05-02,10,,,826,,
Rochdale,E08000005,Upper tier local authority,2020-05-02,4,,,605,,
Oldham,E08000004,Upper tier local authority,2020-05-02,14,,,847,,
Manchester,E08000003,Upper tier local authority,2020-05-02,14,,,1221,,
Bury,E08000002,Upper tier local authority,2020-05-02,4,,,609,,
Bolton,E08000001,Upper tier local authority,2020-05-02,10,,,849,,
Dorset,E06000059,Upper tier local authority,2020-05-02,6,,,334,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-02,3,,,436,,
Northumberland,E06000057,Upper tier local authority,2020-05-02,1,,,808,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-02,8,,,533,,
Bedford,E06000055,Upper tier local authority,2020-05-02,4,,,490,,
Wiltshire,E06000054,Upper tier local authority,2020-05-02,12,,,461,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-02,4,,,507,,
Shropshire,E06000051,Upper tier local authority,2020-05-02,16,,,538,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-02,8,,,868,,
Cheshire East,E06000049,Upper tier local authority,2020-05-02,19,,,934,,
County Durham,E06000047,Upper tier local authority,2020-05-02,33,,,1548,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-02,6,,,142,,
Southampton,E06000045,Upper tier local authority,2020-05-02,5,,,494,,
Portsmouth,E06000044,Upper tier local authority,2020-05-02,2,,,295,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-02,1,,,481,,
Wokingham,E06000041,Upper tier local authority,2020-05-02,5,,,403,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-02,4,,,265,,
Slough,E06000039,Upper tier local authority,2020-05-02,5,,,419,,
Reading,E06000038,Upper tier local authority,2020-05-02,3,,,512,,
West Berkshire,E06000037,Upper tier local authority,2020-05-02,1,,,336,,
Bracknell Forest,E06000036,Upper tier local authority,2020-05-02,4,,,223,,
Medway,E06000035,Upper tier local authority,2020-05-02,8,,,654,,
Thurrock,E06000034,Upper tier local authority,2020-05-02,1,,,290,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-02,7,,,315,,
Luton,E06000032,Upper tier local authority,2020-05-02,4,,,644,,
Peterborough,E06000031,Upper tier local authority,2020-05-02,3,,,274,,
Swindon,E06000030,Upper tier local authority,2020-05-02,10,,,386,,
Torbay,E06000027,Upper tier local authority,2020-05-02,2,,,206,,
Plymouth,E06000026,Upper tier local authority,2020-05-02,1,,,300,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-02,5,,,357,,
North Somerset,E06000024,Upper tier local authority,2020-05-02,1,,,257,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-02,2,,,632,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-02,2,,,217,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-02,16,,,523,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-02,3,,,285,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-02,7,,,321,,
Nottingham,E06000018,Upper tier local authority,2020-05-02,4,,,542,,
Rutland,E06000017,Upper tier local authority,2020-05-02,1,,,22,,
Leicester,E06000016,Upper tier local authority,2020-05-02,3,,,692,,
Derby,E06000015,Upper tier local authority,2020-05-02,2,,,512,,
York,E06000014,Upper tier local authority,2020-05-02,8,,,321,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-02,5,,,398,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-02,1,,,137,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-02,9,,,668,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-02,6,,,520,,
Blackpool,E06000009,Upper tier local authority,2020-05-02,2,,,476,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-02,2,,,339,,
Warrington,E06000007,Upper tier local authority,2020-05-02,5,,,649,,
Halton,E06000006,Upper tier local authority,2020-05-02,2,,,333,,
Darlington,E06000005,Upper tier local authority,2020-05-02,6,,,303,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-02,4,,,404,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-02,5,,,582,,
Hartlepool,E06000001,Upper tier local authority,2020-05-02,3,,,221,,
England,E92000001,Nation,2020-05-01,1936,1917,19,127809,128007,-198
South West,E12000009,Region,2020-05-01,115,,,6564,,
South East,E12000008,Region,2020-05-01,248,,,18145,,
London,E12000007,Region,2020-05-01,193,,,25100,,
East of England,E12000006,Region,2020-05-01,243,,,11313,,
West Midlands,E12000005,Region,2020-05-01,220,,,13804,,
East Midlands,E12000004,Region,2020-05-01,92,,,7184,,
Yorkshire and The Humber,E12000003,Region,2020-05-01,249,,,11151,,
North West,E12000002,Region,2020-05-01,344,,,20914,,
North East,E12000001,Region,2020-05-01,167,,,8251,,
Worcestershire,E10000034,Upper tier local authority,2020-05-01,13,,,1183,,
West Sussex,E10000032,Upper tier local authority,2020-05-01,13,,,1187,,
Warwickshire,E10000031,Upper tier local authority,2020-05-01,14,,,1218,,
Surrey,E10000030,Upper tier local authority,2020-05-01,27,,,2646,,
Suffolk,E10000029,Upper tier local authority,2020-05-01,45,,,1160,,
Staffordshire,E10000028,Upper tier local authority,2020-05-01,20,,,1805,,
Somerset,E10000027,Upper tier local authority,2020-05-01,9,,,530,,
Oxfordshire,E10000025,Upper tier local authority,2020-05-01,21,,,1615,,
Nottinghamshire,E10000024,Upper tier local authority,2020-05-01,15,,,1166,,
North Yorkshire,E10000023,Upper tier local authority,2020-05-01,22,,,1021,,
Northamptonshire,E10000021,Upper tier local authority,2020-05-01,11,,,1075,,
Norfolk,E10000020,Upper tier local authority,2020-05-01,37,,,1645,,
Lincolnshire,E10000019,Upper tier local authority,2020-05-01,14,,,875,,
Leicestershire,E10000018,Upper tier local authority,2020-05-01,12,,,970,,
Lancashire,E10000017,Upper tier local authority,2020-05-01,50,,,2957,,
Kent,E10000016,Upper tier local authority,2020-05-01,52,,,3801,,
Hertfordshire,E10000015,Upper tier local authority,2020-05-01,43,,,2429,,
Hampshire,E10000014,Upper tier local authority,2020-05-01,44,,,2884,,
Gloucestershire,E10000013,Upper tier local authority,2020-05-01,21,,,1255,,
Essex,E10000012,Upper tier local authority,2020-05-01,49,,,2720,,
East Sussex,E10000011,Upper tier local authority,2020-05-01,5,,,597,,
Devon,E10000008,Upper tier local authority,2020-05-01,12,,,734,,
Derbyshire,E10000007,Upper tier local authority,2020-05-01,14,,,1340,,
Cumbria,E10000006,Upper tier local authority,2020-05-01,30,,,1999,,
Cambridgeshire,E10000003,Upper tier local authority,2020-05-01,28,,,840,,
Buckinghamshire,E10000002,Upper tier local authority,2020-05-01,9,,,849,,
Westminster,E09000033,Upper tier local authority,2020-05-01,4,,,626,,
Wandsworth,E09000032,Upper tier local authority,2020-05-01,7,,,942,,
Waltham Forest,E09000031,Upper tier local authority,2020-05-01,4,,,727,,
Tower Hamlets,E09000030,Upper tier local authority,2020-05-01,1,,,604,,
Sutton,E09000029,Upper tier local authority,2020-05-01,3,,,684,,
Southwark,E09000028,Upper tier local authority,2020-05-01,6,,,1209,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-05-01,3,,,383,,
Redbridge,E09000026,Upper tier local authority,2020-05-01,4,,,691,,
Merton,E09000024,Upper tier local authority,2020-05-01,3,,,660,,
Lewisham,E09000023,Upper tier local authority,2020-05-01,5,,,926,,
Lambeth,E09000022,Upper tier local authority,2020-05-01,10,,,1152,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-05-01,6,,,470,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-05-01,4,,,470,,
Islington,E09000019,Upper tier local authority,2020-05-01,4,,,422,,
Hounslow,E09000018,Upper tier local authority,2020-05-01,6,,,671,,
Hillingdon,E09000017,Upper tier local authority,2020-05-01,4,,,734,,
Havering,E09000016,Upper tier local authority,2020-05-01,17,,,655,,
Harrow,E09000015,Upper tier local authority,2020-05-01,5,,,945,,
Haringey,E09000014,Upper tier local authority,2020-05-01,6,,,557,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-05-01,8,,,627,,
Hackney,E09000012,Upper tier local authority,2020-05-01,6,,,612,,
Greenwich,E09000011,Upper tier local authority,2020-05-01,8,,,647,,
Enfield,E09000010,Upper tier local authority,2020-05-01,4,,,841,,
Ealing,E09000009,Upper tier local authority,2020-05-01,12,,,1086,,
Croydon,E09000008,Upper tier local authority,2020-05-01,8,,,1414,,
Camden,E09000007,Upper tier local authority,2020-05-01,5,,,587,,
Bromley,E09000006,Upper tier local authority,2020-05-01,8,,,1094,,
Brent,E09000005,Upper tier local authority,2020-05-01,15,,,1378,,
Bexley,E09000004,Upper tier local authority,2020-05-01,8,,,638,,
Barnet,E09000003,Upper tier local authority,2020-05-01,4,,,1219,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-05-01,5,,,459,,
Gateshead,E08000037,Upper tier local authority,2020-05-01,18,,,870,,
Wakefield,E08000036,Upper tier local authority,2020-05-01,10,,,556,,
Leeds,E08000035,Upper tier local authority,2020-05-01,28,,,1480,,
Kirklees,E08000034,Upper tier local authority,2020-05-01,27,,,607,,
Calderdale,E08000033,Upper tier local authority,2020-05-01,6,,,256,,
Bradford,E08000032,Upper tier local authority,2020-05-01,29,,,957,,
Wolverhampton,E08000031,Upper tier local authority,2020-05-01,26,,,880,,
Walsall,E08000030,Upper tier local authority,2020-05-01,23,,,1030,,
Solihull,E08000029,Upper tier local authority,2020-05-01,5,,,584,,
Sandwell,E08000028,Upper tier local authority,2020-05-01,8,,,1041,,
Dudley,E08000027,Upper tier local authority,2020-05-01,32,,,815,,
Coventry,E08000026,Upper tier local authority,2020-05-01,20,,,693,,
Birmingham,E08000025,Upper tier local authority,2020-05-01,22,,,2930,,
Sunderland,E08000024,Upper tier local authority,2020-05-01,22,,,1205,,
South Tyneside,E08000023,Upper tier local authority,2020-05-01,11,,,597,,
North Tyneside,E08000022,Upper tier local authority,2020-05-01,10,,,493,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-05-01,5,,,940,,
Sheffield,E08000019,Upper tier local authority,2020-05-01,18,,,2238,,
Rotherham,E08000018,Upper tier local authority,2020-05-01,10,,,761,,
Doncaster,E08000017,Upper tier local authority,2020-05-01,30,,,561,,
Barnsley,E08000016,Upper tier local authority,2020-05-01,15,,,699,,
Wirral,E08000015,Upper tier local authority,2020-05-01,17,,,1042,,
Sefton,E08000014,Upper tier local authority,2020-05-01,6,,,835,,
St. Helens,E08000013,Upper tier local authority,2020-05-01,12,,,679,,
Liverpool,E08000012,Upper tier local authority,2020-05-01,19,,,1470,,
Knowsley,E08000011,Upper tier local authority,2020-05-01,7,,,577,,
Wigan,E08000010,Upper tier local authority,2020-05-01,21,,,876,,
Trafford,E08000009,Upper tier local authority,2020-05-01,9,,,636,,
Tameside,E08000008,Upper tier local authority,2020-05-01,13,,,491,,
Stockport,E08000007,Upper tier local authority,2020-05-01,12,,,890,,
Salford,E08000006,Upper tier local authority,2020-05-01,20,,,816,,
Rochdale,E08000005,Upper tier local authority,2020-05-01,8,,,601,,
Oldham,E08000004,Upper tier local authority,2020-05-01,26,,,833,,
Manchester,E08000003,Upper tier local authority,2020-05-01,15,,,1207,,
Bury,E08000002,Upper tier local authority,2020-05-01,5,,,605,,
Bolton,E08000001,Upper tier local authority,2020-05-01,17,,,839,,
Dorset,E06000059,Upper tier local authority,2020-05-01,11,,,328,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-05-01,11,,,433,,
Northumberland,E06000057,Upper tier local authority,2020-05-01,17,,,807,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-05-01,7,,,525,,
Bedford,E06000055,Upper tier local authority,2020-05-01,2,,,486,,
Wiltshire,E06000054,Upper tier local authority,2020-05-01,6,,,449,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-05-01,3,,,503,,
Shropshire,E06000051,Upper tier local authority,2020-05-01,6,,,522,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-05-01,21,,,860,,
Cheshire East,E06000049,Upper tier local authority,2020-05-01,14,,,915,,
County Durham,E06000047,Upper tier local authority,2020-05-01,45,,,1515,,
Isle of Wight,E06000046,Upper tier local authority,2020-05-01,12,,,136,,
Southampton,E06000045,Upper tier local authority,2020-05-01,7,,,489,,
Portsmouth,E06000044,Upper tier local authority,2020-05-01,7,,,293,,
Brighton and Hove,E06000043,Upper tier local authority,2020-05-01,6,,,386,,
Milton Keynes,E06000042,Upper tier local authority,2020-05-01,1,,,480,,
Wokingham,E06000041,Upper tier local authority,2020-05-01,9,,,398,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-05-01,3,,,261,,
Slough,E06000039,Upper tier local authority,2020-05-01,17,,,414,,
Reading,E06000038,Upper tier local authority,2020-05-01,5,,,509,,
West Berkshire,E06000037,Upper tier local authority,2020-05-01,2,,,335,,
Medway,E06000035,Upper tier local authority,2020-05-01,8,,,646,,
Thurrock,E06000034,Upper tier local authority,2020-05-01,4,,,289,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-05-01,4,,,308,,
Luton,E06000032,Upper tier local authority,2020-05-01,14,,,640,,
Peterborough,E06000031,Upper tier local authority,2020-05-01,10,,,271,,
Swindon,E06000030,Upper tier local authority,2020-05-01,7,,,376,,
Torbay,E06000027,Upper tier local authority,2020-05-01,1,,,204,,
Plymouth,E06000026,Upper tier local authority,2020-05-01,8,,,299,,
South Gloucestershire,E06000025,Upper tier local authority,2020-05-01,3,,,352,,
North Somerset,E06000024,Upper tier local authority,2020-05-01,7,,,256,,
"Bristol, City of",E06000023,Upper tier local authority,2020-05-01,13,,,630,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-05-01,3,,,215,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-05-01,17,,,507,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-05-01,5,,,282,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-05-01,9,,,314,,
Nottingham,E06000018,Upper tier local authority,2020-05-01,13,,,538,,
Rutland,E06000017,Upper tier local authority,2020-05-01,1,,,21,,
Leicester,E06000016,Upper tier local authority,2020-05-01,6,,,689,,
Derby,E06000015,Upper tier local authority,2020-05-01,6,,,510,,
York,E06000014,Upper tier local authority,2020-05-01,3,,,313,,
North Lincolnshire,E06000013,Upper tier local authority,2020-05-01,18,,,393,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-05-01,1,,,136,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-05-01,19,,,659,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-05-01,13,,,514,,
Blackpool,E06000009,Upper tier local authority,2020-05-01,7,,,474,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-05-01,7,,,337,,
Warrington,E06000007,Upper tier local authority,2020-05-01,6,,,644,,
Halton,E06000006,Upper tier local authority,2020-05-01,2,,,331,,
Darlington,E06000005,Upper tier local authority,2020-05-01,6,,,297,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-05-01,11,,,400,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-05-01,6,,,332,,
Middlesbrough,E06000002,Upper tier local authority,2020-05-01,13,,,577,,
Hartlepool,E06000001,Upper tier local authority,2020-05-01,3,,,218,,
England,E92000001,Nation,2020-04-30,2110,2107,3,125873,126090,-217
South West,E12000009,Region,2020-04-30,82,,,6449,,
South East,E12000008,Region,2020-04-30,298,,,17897,,
London,E12000007,Region,2020-04-30,249,,,24907,,
East of England,E12000006,Region,2020-04-30,208,,,11070,,
West Midlands,E12000005,Region,2020-04-30,206,,,13584,,
East Midlands,E12000004,Region,2020-04-30,87,,,7092,,
Yorkshire and The Humber,E12000003,Region,2020-04-30,286,,,10902,,
North West,E12000002,Region,2020-04-30,384,,,20570,,
North East,E12000001,Region,2020-04-30,226,,,8084,,
Worcestershire,E10000034,Upper tier local authority,2020-04-30,12,,,1170,,
West Sussex,E10000032,Upper tier local authority,2020-04-30,22,,,1174,,
Warwickshire,E10000031,Upper tier local authority,2020-04-30,17,,,1204,,
Surrey,E10000030,Upper tier local authority,2020-04-30,27,,,2619,,
Suffolk,E10000029,Upper tier local authority,2020-04-30,23,,,1115,,
Staffordshire,E10000028,Upper tier local authority,2020-04-30,31,,,1785,,
Somerset,E10000027,Upper tier local authority,2020-04-30,14,,,521,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-30,33,,,1594,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-30,21,,,1151,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-30,34,,,999,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-30,12,,,1064,,
Norfolk,E10000020,Upper tier local authority,2020-04-30,52,,,1608,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-30,11,,,861,,
Leicestershire,E10000018,Upper tier local authority,2020-04-30,17,,,958,,
Lancashire,E10000017,Upper tier local authority,2020-04-30,65,,,2907,,
Kent,E10000016,Upper tier local authority,2020-04-30,71,,,3749,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-30,34,,,2386,,
Hampshire,E10000014,Upper tier local authority,2020-04-30,54,,,2840,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-30,13,,,1234,,
Essex,E10000012,Upper tier local authority,2020-04-30,34,,,2671,,
East Sussex,E10000011,Upper tier local authority,2020-04-30,11,,,592,,
Devon,E10000008,Upper tier local authority,2020-04-30,7,,,722,,
Derbyshire,E10000007,Upper tier local authority,2020-04-30,7,,,1326,,
Cumbria,E10000006,Upper tier local authority,2020-04-30,44,,,1969,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-30,27,,,812,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-30,6,,,840,,
Westminster,E09000033,Upper tier local authority,2020-04-30,18,,,622,,
Wandsworth,E09000032,Upper tier local authority,2020-04-30,10,,,935,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-30,6,,,723,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-30,2,,,603,,
Sutton,E09000029,Upper tier local authority,2020-04-30,4,,,681,,
Southwark,E09000028,Upper tier local authority,2020-04-30,10,,,1203,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-30,8,,,380,,
Redbridge,E09000026,Upper tier local authority,2020-04-30,16,,,687,,
Newham,E09000025,Upper tier local authority,2020-04-30,9,,,954,,
